Input-Output Table at Current Prices 2023 - Code,Input-Output Tables (IOTs) 2018 (Thousands of Saudi riyals) - Economic Activities (ISIC Rev. 4),"01 - Crop and animal production, hunting and related service activities",02 - Forestry and logging,03 - Fishing and aquaculture,05 - Mining of coal and lignite,06 - Extraction of crude petroleum and natural gas,07 - Mining of metal ores,08 - Other mining and quarrying activities,09 - Mining support service activities,10 - Manufacture of food products,11 - Manufacture of beverages,13 - Manufacture of textiles,14 - Manufacture of wearing apparel,15 - Manufacture of leather and related products,"16 - Manufacture of woods, wood products and cork except furniture",17 - Manufacture of paper and paper products,18 - Printing and reproduction of recorded media,19 - Manufacture of coke and refined petroleum products,20 - Manufacture of chemicals and chemical products,21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,22 - Manufacture of rubber and plastics products,23 - Manufacture of other non-metallic mineral products,24 - Manufacture of basic metals,"25 - Manufacture of fabricated metal products, except machinery and equipment","26 - Manufacture of computer, electronic and optical products",27 - Manufacture of electrical equipment,28 - Manufacture of machinery and equipment n.e.c.,"29 - Manufacture of motor vehicles, trailers and semi-trailers",30 - Manufacture of other transport equipment,31 - Manufacture of furniture,32 - Other manufacturing,33 - Repair and installation of machinery and equipment,"35 - Electricity, gas, steam and air conditioning supply","36 - Water collection, treatment and supply",37 - Sewerage,"38 - Waste collection, treatment and disposal activities; materials recovery",39 - Remediation activities and other waste management services,41 - Construction of buildings,42 - Civil engineering,43 - Specialized construction activities,45 - Wholesale and retail trade and repair of motor vehicles and motorcycles,"46 - Wholesale trade, except of motor vehicles and motorcycles","47 - Retail trade, except of motor vehicles and motorcycles",49 - Land transport and transport via pipelines,50 - Water transport,51 - Air transport,52 - Warehousing and support activities for transportation,53 - Postal and courier activities,55 - Accommodation,56 - Food and beverage service activities,58 - Publishing activities,"59 - Motion picture, video and television programme production, sound recording and music publishing activities",60 - Programming and broadcasting activities,61 - Telecommunications,"62 - Computer programming, consultancy and related activities",63 - Information service activities,"64 - Financial service activities, except insurance and pension funding","65 - Insurance, reinsurance and pension funding, except compulsory social security",66 - Activities auxiliary to financial service and insurance activities,68 - Real estate activities,69 - Legal and accounting activities,70 - Activities of head offices; management consultancy activities,71 - Architectural and engineering activities; technical testing and analysis,72 - Scientific research and development,73 - Advertising and market research,"74 - Other professional, scientific and technical activities",75 - Veterinary activities,77 - Rental and leasing activities,78 - Employment activities,"79 - Travel agency, tour operator, reservation service and related activities",80 - Security and investigation activities,81 - Services to buildings and landscape activities,"82 - Office administrative, office support and other business support activities",84 - Public administration and defence; compulsory social security,85 - Education,86 - Human health activities,87 - Residential care activities,88 - Social work activities without accommodation,"90 - Creative, arts and entertainment activities","91 - Libraries, archives, museums and other cultural activities",93 - Sports activities and amusement and recreation activities,94 - Activities of membership organizations,95 - Repair of computers and personal and household goods,96 - Other personal service activities,97 - Activities of households as employers of domestic personnel,Total Intermediate Consumption,Households final consumption expenditures,Government final consumption expenditures,Non profit institutions serving household final consumption expenditures,Final consumption expenditures,Fixed capital Formation,Change in inventories,Gross capital formation,Export of goods,Petroleum Exports,Export of services,Total Export,Final Demand,Total imports,Total Output
28,Manufacture of machinery and equipment n.e.c.,314335.4106945614,7466.7088818527345,6683.451759853359,70.2078405646848,314811.0759784655,13197.943487589862,37440.13621611511,12170.881216737676,334165.89911908464,119318.5724681099,11924.057882324973,7145.147306433218,1356.4454733915677,39392.099518173934,164732.33496200983,6392.169760373768,151954.92957162135,96650.7153704961,324.66028874813225,10972.529483551436,36281.20619289649,196931.79331525293,114436.23684253018,7278.50260215438,582230.7232566875,662725.4080598076,7111.633132003115,2267.3540112598344,10309.818610718565,29308.52739936737,64089.83706885365,11121.92869095645,36894.628594795264,11808.943470653232,12611.962755634264,3767.152546093974,395764.8663182965,101023.16576718626,952003.792995835,367959.87046927656,123925.63887581597,84255.86071407437,103970.72823950069,41516.32894937556,152149.81515797897,220270.04042136506,3029.4408021759014,89617.18412531637,10228.611356155774,9235.649467357342,13565.04390868888,644.4663790497023,1655347.3913773948,111673.3529250529,56655.60055212407,27967.37640750783,715.4772912813687,38.92840796840466,8693.776913202673,3479.647160466245,3650.578620049727,11996.340120803385,1116.6855152713329,6878.752658791618,2537.317981049122,347.24129094001853,4344.13616099354,2131.8539948460875,3459.5471410573937,3640.065444743669,3856.364628043819,2151.1539031211823,2005.7747130669359,10677.154290632767,1897.019524786287,29.81121751600131,280.98330293075816,1755.8919168881223,33506.48929735815,45292.962267231174,2774.1999001045074,4140.916747879753,17319.813733594594,0,8139204.143183873,8838531.711639581,0,0,8838531.711639581,61371400.6624079,767695.9297932796,62139096.59220116,7601754.605413528,0,992.1363153252369,7602746.741728851,78580375.0455696,69129673.18875346,17589906.000000015
29,"Manufacture of motor vehicles, trailers and semi-trailers",28007.148282104245,458.68484305886483,4220.530674838696,17.24890705275157,151182.7874280505,2967.5960152454936,11171.609170204712,3957.049000723733,4299.412209006812,3294.8953575617634,6204.815852225152,14753.63886254392,569.5054854589035,13257.987742519997,7651.392776686414,1097.0796434330937,8774.039330053653,9539.268151553295,1238.3230923325273,5233.168324750582,3089.4990092469816,18515.98168917105,27994.190528993735,173.1460984429363,4959.60957348487,7063.473827765489,1630.0898384236368,23759.47164246979,1119.5172112098207,616.1027223943622,15518.539978516872,1467.5963491949167,715.1316309922906,238.73684447155853,5848.969183722693,140.54562612595873,51769.13661164621,147756.03276736432,142363.53996995857,1081495.3163178018,13127.15494571357,7910.0903027488375,95972.47533480864,8658.728676948076,7241.383870284075,5218.250739295511,1971.5023519526028,2095.9236400289374,738.9417854386692,1862.9042865691515,2204.291873297058,3452.9327415469375,308452.1651237104,121504.43341757967,1500.4895523343266,0,0,0,3408.888675372003,831.7354556124377,1053.6695256319967,3019.837404489692,931.203405885429,892.1622224197024,2784.6285185309416,70.15901977438156,3502.4210059763777,6873.670320774158,8575.966514226571,1149.6220069090714,18492.378117308108,11236.381528680753,807641.7881288643,21063.4006620716,53635.80374725382,76.54892922693469,259.2573379384046,4726.919570399683,439.9176676452281,43386.19144826296,1815.8447782143398,1044.0387793226537,1413.6408158489394,0,3394368.5527996994,34947934.89375247,0,0,34947934.89375247,51048571.57671982,4288413.875198718,55336985.451918535,3015649.742485838,0,1167.0307296738565,3016816.773215512,93301737.11888652,88519953.6716862,8176152.000000015
30,Manufacture of other transport equipment,3857.525614879896,0.0018687127466621648,115462.36658311894,50.40833343388117,355.5463881768113,134.97007712989605,4611.250795884735,2653.923037237981,1655.6845104148708,457.8780987820876,440.67169262005456,1293.764399291756,128.97609810248107,2409.5607390389864,6006.516440009858,1149.279709041863,27033.09205167565,1946.5699224795742,61.65206490937835,3311.57963540406,5728.724317734444,18380.801112090692,22771.37619935855,216.45895525809735,5722.751144520213,3915.7046069300427,1179.5451148303623,221094.66960854645,28507.50296468767,362.50026803527356,6524.884861579672,1002.7532501628871,549.049589054172,45.26040496516459,81.71251418837612,6.621979647532832,373346.4090271088,27607.823785210625,116496.62920496345,177550.78985488863,1815.4217863124734,2804.272218775618,51050.83030370117,166646.94066594527,1515.051334635696,2748.2668137626747,19013.278352598518,8135.768304105931,485.5682321125702,113.21037399108637,413.23363979219664,72.61123681298939,2517.7523053766336,882.9519544819087,233.12998296461677,0,0,0,2241.7245148606107,178.72802929301224,248.52666402688567,404.03058113286033,114.1682404854561,154.97329926159674,705.3396123713449,8.091807603821826,634.5265145106548,2207.8525194512463,2899.527970231192,482.4647757067644,3054.380048668986,4053.731383516426,0,1531.7136927300053,3078.804271699746,18.407725905505597,32.34622468510424,1340.768369678644,3604.2218144948765,8428.60051313217,0,4182.416494609777,1920.353803256404,0,1484087.1732007894,386813.4121895554,0,0,386813.4121895554,19931729.908011813,372666.29803214804,20304396.20604396,16875872.41076884,0,88.61581774083793,16875961.026586585,37567170.644820094,34337242.81802088,4714015
31,Manufacture of furniture,970.0047238695109,2.9370327394371833,65.90507227532004,24.02858811019003,4921.132863512704,53.44261902011509,62.19740790646473,14.297425352201895,6803.385765062593,779.4457005126274,105935.65797330558,182742.79817103883,971.5992691329282,184536.51411704134,116667.05001033413,18277.129032788118,77579.62360387834,81490.75562486684,271.40817690651386,24649.442834874473,166761.36751815927,46017.963703072484,142474.79081284933,2048.71469778672,90256.5242244281,254224.36257077075,30289.446371080863,2094.8202618389487,425047.888778319,17669.332924987717,1817.1802154098477,1438.1370172031675,1008.0560275840753,130.22181401091729,99.2211227853459,29.713773437547392,16350.673804936127,22737.43303424187,40174.64655666861,736.1274719014618,149759.66225551936,97492.70497567004,5653.423320689816,321.34713727082294,391.6299135379166,2328.430704526688,311.3637884182483,52921.56036402204,538.9349670065646,6784.480286800727,396.139270605027,320.8923412454814,356560.9167292368,7403.66365236482,1367.0310934525567,1103.9387683713264,653.8100913138126,214.55408761517575,10797.928625434328,4406.311842694758,1582.406462603034,418.2693043820603,568.1678020446031,2100.38240647965,4095.373022799224,791.9440652496488,8757.014342775607,5337.3214890806985,7143.689670247568,2114.51096735191,14394.555589467638,58302.33465634966,1343589.298864658,1661.310340084828,55548.74058861328,4853.8185393259355,2506.614798149554,3998.362472128263,163.40647732737006,44471.85959129431,1371.2289515201476,1766.9295941163846,547.2155920142245,0,4334038.858517861,7686733.912773576,0,0,7686733.912773576,17115809.315634854,95264.726493814,17211074.042128667,301860.3497803021,0,41.045783690461235,301901.39556399256,25199709.350466236,6510473.208984096,23023275.000000004
32,Other manufacturing,1667.1482277633913,1.2086234737737431,236.48566300736343,2.743427728565795,27806.114978707035,79.15529494247295,1101.3057159891966,960.5167969356004,66547.33873939684,13700.299401934286,57915.09884471485,113805.78555251188,1573.2710260948006,44175.30321250872,193771.53547584126,56312.02104245005,136869.6546115095,242614.45276591313,4068.994635786472,36694.306868207896,287010.5127974008,731097.5967376637,208144.8875931551,8565.518485822071,264751.98510153644,289863.35116981925,47908.06408233452,14097.494658509502,335199.02300632076,45904.66526307032,49885.669318594126,10633.351471270727,12841.00438635198,1052.2430343477217,906.2736769144744,155.6297102308842,337684.27925664233,116177.00178972802,153341.09339180478,55128.75344787214,359942.33042667207,344331.9989990311,22294.27130368349,6441.775387286477,11504.495110106707,29162.475897167766,6005.625308450101,69903.94044183005,16903.719877088195,12850.086724517689,21593.247125982172,19105.1140254745,191609.1742658313,116002.36004348472,69520.66511526401,74.93191877506145,1.105028381478674,1.4399702669209717,143361.46354547932,12116.447785103119,7151.739762962259,12862.7629123787,6718.432064345435,8106.709860477624,35243.01993929087,1004.1135742152248,11640.704403165833,3592.4075758459962,5324.030277923284,5728.529947343456,17460.793374894594,76458.39194593442,10058.948514752017,56284.04447644294,141970.1225879754,7952.1704739910065,2797.8297327406494,9644.18591306284,116962.09161473723,439017.80786207377,847.2275472894452,36533.12203606381,145924.79059831117,0,6582261.784580901,7692461.97689826,1271049.1750692574,21445.078868369903,8984956.230835889,10057006.133871548,162035.65988166907,10219041.793753216,4887697.408013142,819.2643546386474,180826.36200696838,5069343.034374748,24273341.05896385,22812282.843544755,8043319.999999996
33,Repair and installation of machinery and equipment,580.2686068700657,1.9285498901332976,41.754739015990104,1.7188433357307245,1142.7601752559046,91.35356812901162,1299.1582998790013,473.5376243684945,28847.152439344314,1025.3293370666188,5104.430265304404,1641.4920569196402,135.43792915324232,11422.386104277632,26893.594503242086,2427.7225370829665,3487.2557107556095,9310.221034126589,266.8854622606179,14956.693038333991,7663.248423531378,47363.223368945895,90380.22816813306,270.206284801538,15941.275173743341,5257.300278801927,878.7669734244878,1447.1650369060958,1988.3017734224181,936.316065255755,3579.179124184697,2238.1169774726973,6304.054467613822,1724.8287940572354,252.30799638181736,45.61743521987811,406764.74457121326,77762.24849461549,206239.42868308266,76262.9484583229,571132.8657752686,173806.36431605142,216552.69684160614,17420.929859566775,29720.541340692427,58892.17052586431,4401.996342335288,9976.748102038555,19358.141022441494,38363.89293570901,1084.068189412691,2578.759204132049,311765.3775515903,361986.3969477095,5988.631356289555,0,0,0,25332.34081221009,11715.433425458301,5349.0026587722095,40782.66168619886,2071.9872847104903,927.1802876664738,2000.2579496243095,547.2187152987509,17679.395609337324,2259.3776113205668,4212.577488611025,4047.255275325626,188426.773163757,2770.6694826159905,4748959.343431353,114405.19858385736,450762.1940819331,1027.4578665100921,4465.582252681027,5110.539780559109,23430.281715131674,88507.41210217509,4549.464182126964,4784.850111387509,7352.885538488523,0,8646957.508781562,11301145.414110286,0,0,11301145.414110286,3998569.6682265443,0.43833513745037406,3998570.1065616817,96009.79374675303,0,20146.88443228767,116156.67817904068,15415872.198851008,1771320.7076325684,22291509.000000004
35,"Electricity, gas, steam and air conditioning supply",162822.89212885374,550.9275977881197,12162.76220038326,137.68162474486377,1348605.9972972318,24997.185911629458,104714.96849261463,13164.926748536087,522837.47138772573,105903.3462107454,81403.11674669906,144775.9001155759,5332.50634863796,90976.68296421375,1404387.1539870456,8834.482469692053,2173625.6406801613,670271.3546143982,4258.427504958511,14465.736419203356,300992.69314980163,235114.26710318463,87150.3405473497,14335.318351641235,937126.502593658,104499.40887200089,7848.105465701555,2903.694995164482,43076.90868380011,5231.436862003831,52784.151034993534,69208.5168486787,1885279.13244523,66491.84449327571,7187.611007093956,624.8037054199871,3732266.30506643,460289.4043656024,5514948.296841463,1130938.7727857963,411260.37460794434,3005088.2045633337,1369614.5124142626,268482.0556732379,792366.7345650557,2276689.5140650156,158247.37506979148,235028.85131857777,227715.59334232612,398368.48615135334,138712.96529523726,88837.12190152268,635613.7823954505,3259932.463709381,240794.3932357979,337011.7213078547,161933.14658147254,16813.61689661879,4754237.736278978,161974.338768961,16099.894397922537,163906.83727070785,87425.77758720948,36362.18978701895,22568.527752312635,5964.5446897162665,48406.496178233356,56208.27765290834,79593.01005105412,25785.262220746325,195692.15433239267,20693.107203932115,19132281.47216431,2630602.7034092466,2593819.047529445,85839.75078349719,42033.88970972609,150460.84565187825,158787.45352202843,985033.978328402,1161496.4695920134,91237.69101174574,231148.72004995352,0,68512697.7656877,29210886.694171894,0,0,29210886.694171894,68381.53180227384,268789.5397659582,337171.07156823203,65.24367213555996,0,6607.668596411898,6672.912268547458,29554730.678008676,2224720.4436963764,95842708
36,"Water collection, treatment and supply",47183.11527973629,168.77033936031162,3295.9281354013824,49.24548408862611,436291.9949386161,5913.189711325059,10366.48056514133,1032.4972335343996,123083.57756025845,4028284.962683262,35316.16209546591,134442.19346516795,141.69331415083371,2887.1625002153814,7101.935544927121,7021.152981325761,83673.79499272215,91185.85809865758,2073.3229509910625,5324.112835226389,121088.73194382078,13945.133145712443,19438.015819439104,1384.5049721576413,52572.94543052303,41464.919064111484,2915.4850835567704,1269.292022321198,26857.194937405897,4409.124675324401,22623.380119757643,10096.642515417918,485160.3551877825,3715.292859533842,2974.7689627668697,745.2398010314548,226998.43956614347,33658.17656768018,210363.18856546964,342738.94667798554,241388.64493367626,874032.2829763849,196051.99633698916,13186.67101872236,44276.69100439334,99145.74656838385,8793.727473736917,98914.41490591421,29883.14588795571,12361.730736584383,16306.796992728818,7207.228187788027,280797.18678112223,278949.8514036494,68163.81000499883,43989.484105421965,43541.75037412207,7212.966700176743,346232.8389873401,23058.325159793974,7642.071835897748,169008.6983646259,58563.37254980057,20888.229715975514,28815.16825106536,4897.281211604845,15116.71779632754,33722.65391076884,41305.541974326276,22878.18569443355,51971.41885958995,8791.391606615587,4182069.9794391026,1209103.8558539883,562706.1793383883,4277.936502082517,7226.310025762479,6761.843452207454,58060.73102454879,166626.980587573,634717.2135203191,18708.736404792693,243074.7909865284,0,16939687.50807372,9841238.729135094,8281465.977434366,9148.938617138603,18131853.6451866,4088.348270921545,0,4088.348270921545,0,0,395.05477237737,395.05477237737,18136337.0482299,132832.55630362302,34943192
37,Sewerage,723.7064534026313,6.477584231205695,69.64059204950425,0.9880775151671984,4620.067864750069,75.16882576485,401.1719519010176,106.43933990426635,6104.917561262274,1058.6492704560962,419.845118883047,519.6493560598503,16.85723205953731,424.4144871462841,1195.2645997092873,300.86774053291595,9477.060922189658,6680.122453149469,242.62062802429162,835.053959651385,2215.1578677260936,3613.8318748225765,1571.2782925424328,84.94145871746474,2715.322808384644,976.2417029835558,262.76963054582166,151.58051785549293,913.681630919239,155.44161330033504,586.9449531300513,1140.0707630843415,1557.390029967425,148.66438154268,62.064155186220916,6.147916455136037,27197.944423586072,11610.016202727338,10171.55578378752,10650.622960418408,41656.66975862286,101836.02388930623,8506.094581492374,2969.3461359437842,3458.0375712978016,4152.251244381158,3031.6352996103724,61713.26757110387,48908.95708688489,539.7999674398266,315.5643228790859,310.3628883881277,9661.232512380786,3429.598033168394,1010.7130446791169,4610.484542831571,798.3245511688324,160.6511422368567,324301.81472366164,4031.9865743365535,705.9267848437942,972.4904737552905,171.83727304918716,5562.4319326039695,954.9097620952527,220.4578918729578,4892.016575575665,3285.1693642941377,2520.6365190453903,1064.0857232969756,1192.555793316212,1971.1835093845261,810720.5740016038,49750.06223424287,11914.407564191491,81.12394192393481,143.6355749234347,230.06639416378346,13187.634782845415,36154.753226617424,16267.42828757994,8589.056357632706,1260.8557532651835,0,1706286.7681502625,2757439.5301212026,0,0,2757439.5301212026,16076.32288973819,0,16076.32288973819,0,0,32.634555836501214,32.634555836501214,2773548.4875667775,126.25571704001919,4479709
38,"Waste collection, treatment and disposal activities; materials recovery",33606.29011968827,323.878341078017,638.116833398788,100.98387287784999,3846.8102096196153,82.37479536590484,342.07043019640787,98.09770273591315,4866.194412697854,962.3771707184536,505.26585361449395,967.2701151446606,21.06403902891001,7744.1780007893685,15951.152116601854,12937.568384934219,8718.920075987082,12252.813819565752,245.5322516755084,942.9219200342216,2416.2047607475843,14924.112281210091,1193.8334425529138,18.43448716367696,20614.3726202049,73045.35288209934,75919.90277103399,2324.921847375998,3142.4042162050287,1305.2226546974953,342.8310431234829,254.01899596561992,64.13268168281432,204.73237120687497,17734.296884070714,15651.424636528047,309358.03466718073,701.5293143360187,4873.791765076185,84725.49341245994,532863.3951089694,1844266.7420539346,2705.901810900663,632.1002710084034,1047.3870477371654,140094.74499915144,534.3017986600021,53272.66809094719,21473.352477695393,500.44492306488127,1099.7614662852425,292.8881323069863,23228.084432723044,30094.32780911903,2310.2447148426036,6871.0340524777685,545.0374326676738,70.32741066679661,26097.028078299947,4556.928731155878,3866.837570809077,3459.3776045741047,260.2224895355957,7365.120102558723,3994.3454767361773,236.9954622321971,5591.01150666262,2769.006136485662,1829.7275730908773,399.7603254920275,386.9870041579318,1850.5499422459293,650038.2103323864,38186.82735647852,23277.55270956677,213.99783166610257,1161.8662835725547,85.61794759465131,10354.33017783224,30007.352094684316,20077.259768128544,21424.55475191528,44140.06624255089,0,4297503.2057342455,199364.22004150724,5873.692215243233,16762.332842930864,222000.2450996813,4221.677835685763,2437.158451108753,6658.836286794517,3611.314922659103,0,1570.4150297601204,5181.729952419224,233840.8113388951,1507454.0170731412,3023889.999999999
39,Remediation activities and other waste management services,1647.5795073176482,15.961403162739122,29.38421085008664,4.993185751283522,35.286257920685415,0.3394090636418025,2.7196531417463774,0.45984453783728085,31.966550362078678,7.865177031332383,7.523623440132737,29.092582142690315,0.585102082979906,442.5186083890822,705.4084297040285,22.03945241998942,43.20896353749592,29.501216838156026,633.6228890394434,3.7827687576852504,9.815491146931482,25.00293579358503,6.448772209194248,0.06021773709773915,5.441493697741157,74.7725553644141,3.3830693506190608,4.374827978364336,47.29195195087446,3.9449524075300384,3.0057064711044643,21.010500248986606,104.26106672272681,8.96094360155808,42.994611791911765,0,142.99360833904836,28.7772182446905,241.10795377365375,5429.549510190387,48715.34824199874,123288.00984943743,13.439504052268148,3.0327842138315897,5.622146909034374,1231.9858905820652,2.7262211886067362,386.5192687833338,128.58552907905207,1.6915709784728543,1.1441859975159883,1.8516195615656101,222.42646993152817,498.407326645738,19.54704669726374,8.972442827563132,3.0546815727762224,0.3941524610033836,5406.685269809454,76.28227811525109,2.9889894959423255,1.2098290816909412,0.6076517107135497,25.13816806843802,4.226190276314057,0.9689581332999846,21.262335535238076,14.912101441294677,9.897606242973856,17.047980598217087,1.2755211585248385,7.149487695422484,3643.162145733747,239.11280541660983,973.440662326802,0.31751170469717005,66.90632463237465,0.04379471788926484,57.97873214565048,2951.280505131247,170.4799161899859,1943.7320090109135,4027.660902831321,0,204093.56283263298,33086.74225392832,185179.12388951765,278423.571023921,496689.43716736697,0,0,0,0,0,0,0,496689.43716736697,0,700783
41,Construction of buildings,16913.713443652643,59.221515853279655,1335.5798582295806,30.28623744539094,106566.64154317466,2617.6431821602596,10805.828426053144,5895.454814262888,132658.4183529494,23518.810450763587,9518.834678635876,11520.404767049664,1320.8672750675685,157449.8191670093,455919.97603252274,42028.990945683276,215583.99378665548,176644.7602910957,5438.2256638024,342990.60147171293,83557.54087670136,1039771.1195065775,2021746.4467630975,2568.1979532789196,73836.70754662134,29780.830369088715,8185.850621351354,8413.415585859588,28867.311137334927,4838.97155463447,17458.367588174493,35056.6344768248,36340.60664637327,5104.270836193042,20953.020156426646,1966.3792699849039,1025433.2685864177,371624.88490903436,341840.5465457527,389075.37164850737,447210.6470082359,1840673.0529018163,74646.07191371641,16147.542787542774,29703.849668663133,58972.58536630873,15899.626454066423,92464.13147058294,50270.173644893846,245066.72501604547,11540.521893387708,21595.686721267753,1707459.706248642,920459.2287771163,188040.40507522333,95653.7077036302,10472.978267331415,1328.8710177441285,351140.8856412954,26499.025774650414,20058.232886290076,137919.7184506706,10603.515541731353,53873.475724561984,32658.94276176914,537.4819455410524,17079.035212271225,6873.737414242088,10512.95341742719,11456.190678528685,14990.660897084854,15841.290837172406,597147.2899648867,149977.83568403265,309542.5750126411,1933.7045758872125,4983.50253606551,14333.92221019152,218515.11347547456,520383.9431280773,70542.86922859811,29469.443803360897,29078.540439363424,0,15748797.21366005,1116300.555998479,0,40251.47602657335,1156552.0320250525,319776369.25458294,13677573.452146534,333453942.7067295,2298089.4228435364,0,107.08467264193584,2298196.5075161783,336908691.2462707,5335852.459930743,347321636.00000006
42,Civil engineering,12019.452972801135,13.050823551673522,502.28180622317876,26.0270220826507,22787.464511298374,1560.8300557858045,2352.4793404950865,2611.3860801182304,28900.39547109977,5131.720776398465,47871.84691362333,2508.1961777160445,654.0906731155213,72289.88009011012,214824.34785566802,16073.150745256084,47432.46548694291,45856.799827253664,1194.1827816147527,151507.58481126555,26133.409117338786,448035.01413958776,902653.7649563935,730.7625095561194,23485.805003535337,7576.689133115435,2272.962922492534,5244.539313255027,8206.880861139703,1280.9479909584056,7589.281954442866,8001.75261990976,39863.33276306881,10694.59559187691,11993.40937143801,1178.0875943135316,455410.08958915254,344871.34393280646,169694.3532006102,47463.44135338388,71665.86104134876,179210.3263809214,32489.51145853123,3850.4927503969893,6295.883406896996,140327.49046290742,21910.654779293975,12879.704118598194,10632.868890843845,11089.915997815495,4157.531046460022,16908.767976981046,742958.7543572905,310048.91398466815,34430.34202732138,1501.171837444434,241.50741065074806,32.22287903079027,180541.75840353346,7936.255793276083,12657.706556386674,63614.038423767604,12504.7971437492,3595.6960546680434,2730.037297430464,265.1294117245518,5446.955736464922,2695.11421283926,3404.7344205599466,2654.556229057363,5217.737632817782,4695.5177548749825,9758179.487030335,466991.98028780124,684828.4726226596,838.5754155826169,3222.686138984672,4850.3707010645685,75218.59133691806,603344.9018558299,203391.49098599283,17552.647854124567,1352.320472520235,0,16926861.578721162,786207.4966276614,0,462.13498569617786,786669.6316133577,69268238.94851696,2805417.2334502637,72073656.18196723,1053439.8896579046,0,994.6461518336396,1054434.5358097383,73914760.34939033,7085114.928111484,83756507.00000001
43,Specialized construction activities,37518.84281941607,18.53649685306885,1226.9464308385184,459.49156940672094,31579.632532978674,9682.416533775851,12365.78791735306,28246.593781616542,40960.763047098306,7165.428226671716,7559.978999683616,3518.8793005495454,257.7357474043644,26248.771694635063,81114.5282004568,11917.413296540804,66369.59171764071,76572.9387218309,1663.3083191306112,68097.48311630978,122651.16362342116,116880.77314441092,207483.92539092092,652.6120913312488,42599.05541383458,6838.874172994004,2014.7919381589797,82412.9094912196,7522.910398484631,1566.6233972748714,65786.20880093209,91936.10293792687,271935.71190738544,205468.84099714385,5809.011287405239,60.79870712538646,1265064.7336225933,842909.7791633896,1262752.6800537729,370985.54918228986,553310.2709990676,2514623.807183531,49170.02216077178,6888.115123806914,9839.284758104228,33152.93307951416,6312.723567279394,33075.541577617834,61233.09854335028,162347.47422745312,2215.1039596605638,3514.494376528961,702926.9425056169,315689.35278445506,9802.081479215341,13594.17158904446,4625.943818450043,596.4123408419971,1987731.5886126524,25299.548762640567,42163.57071463807,423892.1799133745,26738.788701772286,15754.924337977056,5603.964285708912,773.1885157274057,21859.401180194556,6673.004369166452,7465.614787055235,4379.721379281394,16973.02869980732,11421.107958157965,1052636.241395432,830850.1573732995,769145.8665238919,9405.349553401866,50491.106247655516,87912.60626268371,114072.40125500706,415345.4934442771,50115.98582316625,122902.80424313551,8083.798490363157,0,16076487.341096984,14813292.774782233,0,0,14813292.774782233,207439506.07287666,303781.941861746,207743288.01473838,211372.48336163227,0,1456.0162578448414,212828.49961947708,222769409.2891401,24108224.630237095,214737672
45,Wholesale and retail trade and repair of motor vehicles and motorcycles,836621.6852265883,1321.5537953795338,57123.562444575735,87.07402340647987,929357.6018959954,19639.342066100016,70892.96261416483,13355.094891636507,4397699.2553813085,356644.88709963957,421678.71316910646,203237.40493777182,34911.83596037824,126310.62532763057,332293.93246231286,217595.14981620637,1169505.8150180005,3478578.9014987424,209387.33849465215,435603.49124413385,709657.8958143062,750588.0304316081,642608.1214078537,13166.529477592638,416599.30358146055,159301.29319500245,91633.853071124,35720.45351103393,311474.5501557972,120652.98801817186,190371.46102021643,108762.62992375139,370035.7230290844,21183.96844869382,45307.522200979605,3918.517663035349,4563172.561882211,1144093.206517908,2689862.0163178244,726166.9891683467,3263223.7964080423,2275251.426402792,855564.6755773275,156721.75997967392,191259.68550247347,317327.4994534527,87761.8134262315,1765430.288698288,1760085.4550839914,135556.13836213222,31714.51653402663,15637.487283255636,1444186.3054155428,963962.0197281619,80716.37280692614,163239.56633547047,4959.451449037323,3751.927833525897,698239.0402802618,156237.18496590474,57536.429080243644,172291.7466134543,30871.947155752987,38403.03870835333,76774.47169495061,4615.842760090431,146347.65751319512,51399.210500946756,67031.85550578494,75073.8353536185,524682.1299156876,84282.16112473723,11717415.742214473,698895.4286757339,3054579.9340980854,33853.200310883134,65780.9242464165,27959.46097499099,130149.50209594468,244201.5832551957,33654.70695843572,95527.07562220278,315033.5218639138,0,58543311.65997335,65698588.69406982,924883.8818487842,5890.221372749422,66629362.79729135,25652991.32966917,1572130.009474772,27225121.339143943,9637353.731907934,1075610.7867995799,1051034.625947871,11763999.144655386,105618483.28109068,4289267.941063999,159872527.00000003
